title,ingredients,step
"['Resep Iga Bakar Makassar, Menu Mewah Untuk Ide Idul Adha']","['\n1\n\n                        kg iga sapi                        \n', '\n2.5\n\n                        L air, untuk merebus                        \n', '\n1\n\n                        sdt Royco Kaldu Sapi \n', '\n8\n\n                        butir bawang merah                        \n', '\n5\n\n                        siung bawang putih                        \n', '\n1\n\n                        sdm ketumbar bubuk                        \n', '\n5\n\n                        sdm air                        \n', '\n6\n\n                        cm kayu manis                        \n', '\n5\n\n                        butir cengkih                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n3\n\n                        lembar daun jeruk                        \n', '\n2\n\n                        buah keluak, ambil dagingnya                        \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n1\n\n                        sdt garam                        \n', '\n1.5\n\n                        sdm asam jawa, larutkan dengan 3 sdm air panas                        \n', '\n1\n\n                        sdm gula merah                        \n', '\n150\n\n                        ml Bango Kecap Manis \n', '\n100\n\n                        g margarin                        \n', '\n\n\n                        jeruk nipis                        \n', '\n\n\n                        sambal rawit                        \n']","['\nPanaskan minyak, tumis bumbu halus hingga harum. Tuang air dan semua bumbu rempah. Masukkan iga dan Royco Kaldu Sapi, masak hingga empuk.\n', '\nKeluarkan iga dari dalam kaldu. Sisihkan kaldunya.\n', '\nLumuri iga dengan bumbu olesan berupa Bango Kecap Manis dan margarin. Panaskan grill pan. Panggang iga hingga kecokelatan di kedua sisinya. Angkat.\n', '\nSajikan iga bakar dengan kaldu panas dan pelengkap.\n']"
"['Resep Sup Tahu Bakso Ikan, Menu Untuk yang Sedang Diet']","['\n10\n\n                        butir bakso ikan                        \n', '\n2\n\n                        buah oyong, kupas, potong serong                        \n', '\n2\n\n                        buah tahu putih, potong dadu 3 cm                        \n', '\n1\n\n                        L air                        \n', '\n2\n\n                        batang daun bawang, potong 2 cm                        \n', '\n1\n\n                        batang seledri, potong 1 cm                        \n', '\n1\n\n                        bungkus Royco Kaldu Ayam \n', '\n3\n\n                        siung bawang putih, iris tipis                        \n', '\n1\n\n                        sdm minyak, untuk menumis                        \n', '\n¼\n\n                        sdt merica putih bubuk                        \n', '\n½\n\n                        sdt garam                        \n', '\n½\n\n                        sdt gula pasir                        \n', '\n1\n\n                        sdt minyak wijen                        \n', '\n2\n\n                        sdt kecap asin                        \n', '\n\n\n                        bawang goreng, untuk taburan                        \n']","['\nDidihkan air dalam panci. Sisihkan.\n', '\nPanaskan minyak dalam wajan, tumis bawang putih hingga harum. Angkat.\n', '\nMasukkan ke dalam air mendidih, masukkan Royco Kaldu Ayam, aduk.\n', '\nMasukkan bakso ikan, oyong, tahu, dan semua bumbu. Masak hingga matang. Angkat. Sajikan disertai taburan bawang goreng.\n']"
"['Resep Semur Tahu Bakso, Menu Hemat Pas Untuk Tanggal Tua']","['\n3\n\n                        sdm minyak goreng                        \n', '\n5\n\n                        butir bawang merah, iris tipis                        \n', '\n3\n\n                        siung bawang putih, iris tipis                        \n', '\n2\n\n                        cm jahe, potong korek api                        \n', '\n500\n\n                        ml kaldu atau air                        \n', '\n5\n\n                        sdm Bango Kecap Manis \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n1\n\n                        sdt garam                        \n', '\n1\n\n                        batang daun bawang                        \n', '\n150\n\n                        g brokoli, potong, rebus sebentar                        \n', '\n150\n\n                        g kembang kol, potong, rebus sebentar                        \n', '\n4\n\n                        buah tahu putih ukuran 10x10x5 cm                        \n', '\n200\n\n                        g daging ikan tenggiri, haluskan                        \n', '\n3\n\n                        sdm tepung tapioka                        \n', '\n2\n\n                        siung bawang putih, parut                        \n', '\n1\n\n                        batang daun bawang, iris tipis                        \n', '\n1\n\n                        sdt minyak wijen                        \n', '\n1\n\n                        sdt gula pasir                        \n', '\n½\n\n                        sdt garam                        \n']","['\nTahu bakso:\xa0Potong tahu secara diagonal hingga menjadi 2 buah segitiga. Kerat bagian tengahnya hingga sedikit berlubang. Sisihkan remahan tahu, haluskan.\n', '\nAduk rata daging ikan tenggiri, remahan tahu, tepung tapioka, bawang putih, daun bawang, seledri, minyak wijen, gula pasir, dan garam.\n\xa0\n', '\nIsikan adonan ke dalam lubang tahu, ratakan. Bentuk sisa adonan tenggiri menjadi bulatan sebesar kelerang. Goreng sebentar hingga kekuningan, angkat dan tiriskan.\n', '\nPanaskan minyak goreng, tumis bawang merah, bawang putih, dan jahe hingga harum. Masukkan brokoli dan kembang kol, aduk sebentar. Tambahkan air/kaldu, didihkan.\n', '\nMasukkan daun bawang, tahu bakso, bola-bola tengiri, Bango Kecap Manis, merica bubuk, dan garam. Didihkan sebentar. Segera angkat dan sajikan hangat.\n']"
['Resep Nasi Daun Jeruk Teri Pedas Untuk Makan Siang Enak'],"['\n400\n\n                        beras, cuci bersih                        \n', '\n300\n\n                        ml air                        \n', '\n230\n\n                        ml susu rendah lemak                        \n', '\n65\n\n                        ml santan instan                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n1\n\n                        sdm Royco Kaldu Ayam \n', '\n10\n\n                        lembar daun jeruk, buang tulang daunnya                        \n', '\n2\n\n                        lembar daun salam                        \n', '\n\n\n                        Minyak, untuk menggoreng                        \n', '\n200\n\n                        g teri medan, cuci bersih                        \n', '\n1\n\n                        sdm Bango Kecap Manis \n', '\n10\n\n                        buah cabai rawit merah                        \n', '\n8\n\n                        butir bawang merah                        \n', '\n3\n\n                        siung bawang putih                        \n']","['\nMasukkan beras, air, santan, susu rendah lemak, Royco Kaldu Ayam, daun jeruk, dan daun salam ke dalam rice cooker. Masak hingga matang. Sisihkan.\n', '\nPanaskan minyak, goreng ikan teri hingga matang. Angkat dan tiriskan.\n', '\nSambal: Panaskan 2 sdm minyak, tumis bahan-bahan yang sudah dihaluskan hingga harum dan matang. Tambahkan Bango Kecap Manis, aduk rata. Angkat. Diamkan hingga tidak panas. Aduk rata bersama teri goreng.\n', '\nSajikan nasi daun jeruk bersama teri pedas.\n']"
"['Resep Serundeng Daging, Persediaan Lauk yang Sedap dan Tahan Lama']","['\n2\n\n                        sdm minyak, untuk menumis                        \n', '\n500\n\n                        g daging sapi has dalam, iris tipis                        \n', '\n400\n\n                        ml santan encer                        \n', '\n600\n\n                        ml susu rendah lemak                        \n', '\n5\n\n                        lembar daun jeruk                        \n', '\n2\n\n                        lembar daun salam                        \n', '\n3\n\n                        sdm gula merah                        \n', '\n4\n\n                        cm lengkuas                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n5\n\n                        sdm Bango Kecap Manis \n', '\n150\n\n                        g kelapa parut, sangrai hingga kecokelatan                        \n', '\n5\n\n                        butir bawang merah                        \n', '\n4\n\n                        siung bawang putih                        \n', '\n2\n\n                        sdm ketumbar butiran                        \n', '\n½\n\n                        sdt garam                        \n']","['\nPanaskan minyak, tumis bumbu halus hingga harum. Masukkan irisan daging selembar demi selembar.\n', '\nTambahkan santan encer, susu rendah lemak, daun jeruk, daun salam, gula merah, lengkuas, serai, dan Bango Kecap Manis. Masak hingga daging empuk dan airnya hampir terserap habis.\n', '\nMasukkan kelapa yang sudah disangrai. Aduk sebentar sampai semua tercampur rata.\n', '\nAngkat. Sajikan.\n']"
['Resep Rujak Soto Khas Banyuwangi'],"['\n150\n\n                        g kangkung, siangi, rebus                        \n', '\n50\n\n                        g kacang panjang, potong 5 cm, rebus                        \n', '\n100\n\n                        g taoge, rebus                        \n', '\n2\n\n                        buah tahu putih, potong kotak, goreng hingga berkulit                        \n', '\n1\n\n                        papan tempe, potong korek api, goreng                        \n', '\n1\n\n                        buah mentimun, kupas, potong dadu                        \n', '\n2\n\n                        buah lontong, potong-potong                        \n', '\n100\n\n                        g kacang tanah, goreng dengan kulit                        \n', '\n2\n\n                        buah pisang batu                        \n', '\n1\n\n                        sdt gula merah                        \n', '\n50\n\n                        g petis                        \n', '\n1\n\n                        sdt garam                        \n', '\n1\n\n                        air asam jawa                        \n', '\n50\n\n                        ml air                        \n', '\n200\n\n                        g daging sapi has dalam                        \n', '\n1.5\n\n                        L air, untuk merebus                        \n', '\n2\n\n                        batang seledri                        \n', '\n2\n\n                        batang daun bawang, iris tipis                        \n', '\n2\n\n                        sdm minyak                        \n', '\n2\n\n                        cm lengkuas                        \n', '\n2\n\n                        batang serai                        \n', '\n5\n\n                        lembar daun jeruk                        \n', '\n2\n\n                        sdt Royco Kaldu Sapi \n', '\n2\n\n                        sdt Bango Kecap Manis \n', '\n7\n\n                        butir bawang merah                        \n', '\n5\n\n                        siung bawang putih                        \n', '\n2\n\n                        cm kunyit                        \n', '\n2\n\n                        cm jahe                        \n', '\n2\n\n                        sdt merica putih bubuk                        \n', '\n4\n\n                        butir kemiri, sangrai                        \n', '\n\n\n                        seledri, iris tipis                        \n', '\n\n\n                        daun bawang, iris tipis                        \n', '\n\n\n                        bawang goreng                        \n']","['\nBumbu rujak: Haluskan semua bahan. Sisihkan.\n\n', '\nSoto: Rebus daging hingga empuk, angkat. Ambil kaldunya lalu potong-potong daging. Sisihkan.\n', '\nPanaskan minyak, tumis bumbu halus hingga harum. Masukkan daun jeruk, lengkuas, serai, dan daun bawang. Masak hingga harum.\xa0Masukkan air kaldu, Royco Kaldu Sapi, dan Bango Kecap Manis. Aduk rata. Angkat dan sisihkan.\n', '\nTata semua bahan isi rujak dalam mangkuk saji. Sendokkan bumbu rujak ke atasnya. Kemudian siram dengan kuah soto. Sajikan bersama pelengkap.\n']"
['Cara Membuat Rendang Ayam Manis Kacang Merah'],"['\n1\n\n                        ekor ayam kampung, potong 4 bagian                        \n', '\n250\n\n                        g kacang merah segar                        \n', '\n1200\n\n                        ml air                        \n', '\n100\n\n                        ml santan instan                        \n', '\n7\n\n                        lembar daun jeruk                        \n', '\n3\n\n                        batang serai, memarkan                        \n', '\n2\n\n                        cm jahe, memarkan                        \n', '\n1\n\n                        lembar daun kunyit                        \n', '\n3\n\n                        cm kayu manis                        \n', '\n2\n\n                        butir kapulaga, memarkan                        \n', '\n1\n\n                        butir pekak                        \n', '\n2\n\n                        butir cengkih                        \n', '\n1\n\n                        buah asam kandis                        \n', '\n1\n\n                        sdm gula merah sisir                        \n', '\n5\n\n                        sdm Bango Kecap Manis \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n2\n\n                        sdm minyak, untuk menumis                        \n', '\n50\n\n                        g cabai merah keriting                        \n', '\n12\n\n                        butir bawang merah                        \n', '\n5\n\n                        cm lengkuas                        \n', '\n3\n\n                        siung bawang putih                        \n', '\n2\n\n                        cm kunyit                        \n', '\n½\n\n                        sdm garam                        \n']","['\nPanaskan minyak, tumis bumbu halus, daun jeruk, serai, dan jahe hingga harum.\n', '\nMasukkan air, daging ayam, kacang merah, 50 ml santan, dan daun kunyit. Masak sambil diaduk hingga mendidih. Kecilkan api.\n', '\nTambahkan sisa bahan, kayu manis, cengkih, pekak, kapulaga, dan asam kandis. Masak sambil diaduk sesekali hingga airnya menyusut.\n', '\nMasukkan sisa santan, gula merah, Bango Kecap Manis, dan Royco Kaldu Ayam. Masak hingga airnya hampir terserap habis. Angkat. Sajikan.\n']"
"['Resep Bola Tempe Keju Siram Saus Kacang, Kudapan Super Lezat']","['\n100\n\n                        g tempe, kukus dan hancurkan                        \n', '\n50\n\n                        g keju parut                        \n', '\n¼\n\n                        batang daun bawang, cincang halus                        \n', '\n1\n\n                        batang seledri, cincang halus                        \n', '\n100\n\n                        g tepung tapioka                        \n', '\n120\n\n                        g tepung terigu serbaguna                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n½\n\n                        sdt garam                        \n', '\n½\n\n                        sdt garlic powder                        \n', '\n1\n\n                        sdm saus tiram                        \n', '\n200\n\n                        ml air panas                        \n', '\n1\n\n                        sdm bawang merah goreng                        \n', '\n100\n\n                        g kacang tanah, goreng                        \n', '\n3\n\n                        siung bawang putih                        \n', '\n2\n\n                        lembar daun jeruk purut, goreng                        \n', '\n120\n\n                        g gula merah                        \n', '\n2\n\n                        sdm air asam jawa                        \n', '\n\n\n                        cabai merah                        \n', '\n\n\n                        cabai rawit                        \n', '\n\n\n                        garam                        \n', '\n\n\n                        gula                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n']","['\nCara membuat bola tempe kenyal: Didihkan air untuk merebus tepung tapioka. Tambahkan 1 sdm minyak goreng.\n', '\nCampur semua bahan termasuk Royco Kaldu Ayam, tuang air panas, dan aduk rata. Setelah hangat uleni sebentar dengan tangan dan bentuk bulat-bulat.\n', '\nRebus bola tempe kenyal dalam air mendidih hingga mengapung. Angkat dan tiriskan.\n', '\nCara membuat saus kacang:\xa0Blender semua bahan hingga halus. Masak hingga mengental.\n', '\nPenyajian: Sajikan bola tempe bersama saus kacang, perasan jeruk purut, dan Kecap Manis Bango.\n']"
"['Resep Nasi Goreng Sarden Pedas, untuk Sahur dan Berbuka Puasa']","['\n600\n\n                        g nasi putih                        \n', '\n2\n\n                        butir telur ayam                        \n', '\n150\n\n                        g ikan sarden, suwir                        \n', '\n1\n\n                        bungkus Royco Bumbu Komplit Nasi Goreng Pedas \n', '\n50\n\n                        g wortel, potong dadu 1 cm, rebus sebentar                        \n', '\n50\n\n                        g buncis, potong 1 cm, rebus sebentar                        \n', '\n1\n\n                        sdm minyak                        \n', '\n1\n\n                        sdm margarin                        \n', '\n2\n\n                        batang ketumbar, daunnya untuk taburan                        \n']","['\nPanaskan minyak dan margarin di dalam wajan di atas api besar. Masukkan telur, diamkan sebentar. Masak orak arik.\n', '\nSetelah telur matang, masukkan sarden, wortel, dan buncis. Aduk rata.\n', '\nTambahkan nasi dan Royco Bumbu Komplit Nasi Goreng Pedas, aduk rata. Masak hingga bumbu meresap.\n', '\nTata nasi goreng di atas piring saji. Taburi dengan daun ketumbar.\n']"
"['Resep Lemper Ayam Rica-Rica, Camilan Baru untuk Dinikmati Saat Bersantai']","['\n600\n\n                        g beras ketan, cuci bersih, rendam 2 jam                        \n', '\n300\n\n                        ml santan kental                        \n', '\n1\n\n                        sdt garam                        \n', '\n2\n\n                        lembar daun pandan, ikat simpul                        \n', '\n\n\n                        daun pisang untuk mengukus                        \n', '\n\n\n                        alumunium foil                        \n', '\n300\n\n                        g daging ayam cincang                        \n', '\n7\n\n                        lembar daun jeruk, buang tulang daun                        \n', '\n2\n\n                        batang serai, ambil bagian putih, memarkan                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n2\n\n                        batang daun bawang, iris tipis                        \n', '\n30\n\n                        g daun kemangi                        \n', '\n3\n\n                        sdm minyak, untuk menumis                        \n', '\n200\n\n                        g bawang merah                        \n', '\n50\n\n                        g cabai rawit merah dan hijau                        \n', '\n2\n\n                        siung bawang putih                        \n', '\n3\n\n                        cm jahe                        \n', '\n3\n\n                        cm kunyit                        \n', '\n½\n\n                        sdt garam                        \n']","['\nKukus ketan dalam dandang panas selama sekitar 20 menit. Angkat.\n', '\nPanaskan santan, garam, dan daun pandan di atas api sedang sambil terus diaduk supaya santan tidak pecah. Masukkan ketan, masak sambil diaduk hingga santan terserap habis. Angkat.\n', '\nKukus kembali ketan dalam dandang panas selama sekitar 20 menit atau hingga matang. Angkat. Biarkan hingga tidak panas. Bagi ketan menjadi 2 bagian. Sisihkan.\n', '\nAyam rica-rica: Panaskan minyak, tumis bumbu halus bersama daun jeruk dan serai hingga harum. Masukkan daging ayam, tumis hingga kaku. Tambahkan Royco Kaldu Ayam, daun bawang dan kemangi, aduk. Masak hingga matang. Angkat.\n', '\nSiapkan pinggan tahan panas yang sudah dialasi daun pisang dan diolesi minyak. Olesi pinggan hanya dengan minyak jika kamu tak menemukan daun pisang. Tuang 1 bagian ketan, ratakan sambil dipadatkan.\n', '\nSendokkan ayam rica-rica ke atasnya, lalu ratakan. Tutup dengan sisa ketan, lalu ratakan sambil dipadatkan supaya rapi. Tutup dengan daun pisang yang sudah diolesi minyak. Tutup bagian atasnya dengan aluminium foil. Jika tidak ada aluminium foil, gunakan serbet untuk membungkus tutup dandang supaya uap air tidak menetes ke dalam lemper.\n', '\nKukus dalam dandang panas selama sekitar 15 menit. Angkat. Sajikan.\n']"
"['Resep Tumis Kambing Lada Hitam, sama Enaknya dengan Daging Sapi']","['\n400\n\n                        g daging kambing, iris tipis panjang                        \n', '\n3\n\n                        siung bawang putih, cincang                        \n', '\n½\n\n                        buah bawang bombay, iris tipis panjang                        \n', '\n½\n\n                        buah paprika merah, iris tipis panjang                        \n', '\n½\n\n                        buah paprika hijau, iris tipis panjang                        \n', '\n50\n\n                        g nanas kupas, potong dadu 2 cm                        \n', '\n1\n\n                        batang daun bawang, iris serong                        \n', '\n2\n\n                        sdm Bango Kecap Manis \n', '\n125\n\n                        ml air kaldu                        \n', '\n½\n\n                        sdt garam                        \n', '\n½\n\n                        sdt merica hitam butiran, tumbuk                        \n', '\n1\n\n                        sdm margarin                        \n', '\n2\n\n                        sdm minyak, untuk menumis                        \n']","['\nPanaskan margarin dan minyak goreng, tumis bawang putih hingga harum. Masukkan bawang bombay dan daging kambing, tumis hingga berubah warna.\n', '\nMasukkan paprika, merica hitam yang baru ditumbuk, garam dan air kaldu. Aduk rata, didihkan.\n', '\nTuangkan Bango Kecap Manis, masak hingga daging lunak dan kuah menyusut.\n', '\nMasukkan nanas dan daun bawang, aduk rata. Masak sebentar.\n', '\nAngkat dan sajikan.\n']"
['Resep Gurame dengan Saus Asam Manis untuk Makan Malam'],"['\n½\n\n                        kg ikan gurame                        \n', '\n2\n\n                        siung bawang putih                        \n', '\n\n\n                        garam                        \n', '\n\n\n                        merica                        \n', '\n\n\n                        tepung kanji                        \n', '\n\n\n                        minyak, untuk menggoreng                        \n', '\n2\n\n                        sdm Bango Kecap Manis \n', '\n2\n\n                        sdm tepung kanji, cairkan dengan sedikit air                        \n', '\n3\n\n                        sdm saus tomat                        \n', '\n1\n\n                        buah wortel                        \n', '\n1\n\n                        sdm margarin                        \n', '\n1\n\n                        batang daun bawang, iris serong                        \n', '\n½\n\n                        sdt cuka                        \n', '\n2\n\n                        sdm gula pasir                        \n', '\n300\n\n                        cc kaldu                        \n', '\n1\n\n                        iris jahe                        \n', '\n\n\n                        garam                        \n', '\n2\n\n                        siung bawang putih                        \n']","['\nLumuri ikan dengan bawang putih, garam dan merica.\n', '\nKembali lumuri ikan dengan tepung kanji. Goreng dengan minyak yang banyak hingga kecoklatan.\n', '\nTumis bumbu halus dengan margarin. Tambahkan saus tomat, Bango Kecap Manis, air kaldu dan sisa bumbu.\n', '\nTambahkan wortel dan daun bawang, lalu kentalkan dengan tepung kanji. Masak sebentar kemudian angkat. Siramkan saus pada ikan gurame goreng.\n']"
"['Resep Tahu Isi Sayuran Asam Manis, Cocok untuk Kumpul Keluarga']","['\n20\n\n                        buah tahu Sumedang siap santap, kerat salah satu ujungnya                        \n', '\n\n\n                        saus sambal asam manis siap santap sesuai selera                        \n', '\n2\n\n                        sdm margarin, untuk menumis                        \n', '\n½\n\n                        buah bawang bombay, cincang halus                        \n', '\n500\n\n                        g daging ayam giling                        \n', '\n50\n\n                        g kol iris tipis                        \n', '\n50\n\n                        g taoge, siangi                        \n', '\n1\n\n                        batang daun bawang, iris halus                        \n', '\n1\n\n                        sdm kecap asin                        \n', '\n1\n\n                        sachet Royco Kaldu Ayam \n', '\n50\n\n                        ml air                        \n', '\n150\n\n                        g tepung terigu rendah protein                        \n', '\n1\n\n                        sdm tepung beras                        \n', '\n½\n\n                        sdt baking powder                        \n', '\n1\n\n                        butir telur ayam                        \n', '\n1\n\n                        sdt garam                        \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n175\n\n                        ml air                        \n']","['\nTumis bawang bombay hingga harum menggunakan margarin, kemudian masukkan ayam dan masak hingga berubah warna.\n', '\nTambahkan wortel, taoge, kol, Royco Kaldu Ayam,\xa0dan daun bawang, lalu aduk hingga tercampur rata. Setelah matang, angkat dan tiriskan.\n', '\nKemudian, kita siapkan adonan tepung. Siapkan mangkuk dan masukkan tepung beras, soda kue, garam, telur, air, dan lada putih. Aduk hingga merata.\n', '\nMasukkan sayuran ke dalam tahu Sumedang kemudian celupkan ke adonan tepung. Goreng tahu isi dalam minyak yang panas.\n', '\nTiriskan semua tahu yang sudah digoreng. Sajikan dengan saus sambal asam manis.\n']"
"['Resep Strawberry Cheesecake Brownie Sundae, Dessert a la Café']","[""\n2\n\n                        scoop Wall's Strawberry Cheesecake Ice Cream \n"", '\n1\n\n                        pak brownies siap santap, potong dadu 3 cm                        \n', '\n100\n\n                        g stroberi segar, buang daun, belah 4                        \n', '\n100\n\n                        ml saus karamel siap santap                        \n']","['\nSiapkan 4 gelas saji. Tata brownies di dasar gelas lalu beri stroberi.\n', '\nSendokkan 2 scoop Wall’s Strawberry Cheesecake Ice Cream, lalu tata brownies di atasnya.\n\xa0\n', '\nHias dengan stroberi dan beri saus karamel.\n', '\nSajikan segera.\n']"
['Resep Sambal Cumi Asin Cabai Gendot Pedas yang Bikin Nagih'],"['\n250\n\n                        g cumi asin baby, cuci bersih                        \n', '\n200\n\n                        g cabai gendot, iris tipis                        \n', '\n3\n\n                        cm lengkuas, memarkan                        \n', '\n8\n\n                        lembar daun jeruk                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n1\n\n                        sdm Bango Kecap Manis Light \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n150\n\n                        g bawang merah                        \n', '\n50\n\n                        g cabai rawit merah                        \n', '\n6\n\n                        siung bawang putih                        \n', '\n2\n\n                        cm jahe                        \n']","['\nPanaskan minyak, tumis bumbu halus, lengkuas, daun jeruk, dan serai hingga harum.\n', '\nMasukkan cabai gendot, tumis hingga layu.\n', '\nMasukkan cumi, Bango Kecap Manis Light, dan Royco Kaldu Ayam. Masak sambil diaduk hingga matang. Angkat. Sajikan.\n']"
"['Resep Ikan Gurame Goreng Siram Tauco, Menu Spesial Akhir Pekan']","['\n1\n\n                        ekor ikan gurame, potong-potong                        \n', '\n1\n\n                        sdt air jeruk nipis                        \n', '\n½\n\n                        sdt garam                        \n', '\n2\n\n                        putih telur, kocok lepas                        \n', '\n100\n\n                        g tepung serbaguna                        \n', '\n\n\n                        minyak, untuk menggoreng                        \n', '\n1\n\n                        siung bawang putih, cincang halus                        \n', '\n1\n\n                        buah cabai merah besar, buang biji, potong kotak kecil                        \n', '\n2\n\n                        sdm tauco manis, haluskan                        \n', '\n1\n\n                        sdm Bango Kecap Manis \n', '\n⅛\n\n                        sdt garam                        \n', '\n150\n\n                        mlm air                        \n', '\n1\n\n                        sdt tepung sagu                        \n', '\n1\n\n                        sdt air                        \n', '\n2\n\n                        sdm minyak, untuk menumis                        \n']","['\nLumuri ikan dengan air jeruk dan garam.\n', '\nCelup ke bahan pencelup (putih telur). Gulingkan di bahan pelapis (tepung terigu).\n', '\nGoreng di dalam minyak yang sudah dipanaskan sampai mekar, matang dan kering.\n', '\nSaus, tumis bawang putih dan cabai merah. Masukkan taoco. Tumis sampai harum. Masukkan\xa0Bango Kecap Manis\xa0dan garam. Aduk rata. Tuang air. Masak sampai mendidih. Kentalkan dengan larutan tepung sagu. Masak sampai kental\n', '\nSajikan dengan saus tauco.\n']"
"['Resep Kerang Hijau Kuah Kecap Legit, Menu Lezat dan Hemat']","['\n1\n\n                        kg kerang hijau dengan cangkang                        \n', '\n5\n\n                        lembar daun jeruk, buang tulang                        \n', '\n10\n\n                        sdm Bango Kecap Manis \n', '\n500\n\n                        ml air kelapa                        \n', '\n500\n\n                        ml air                        \n', '\n8\n\n                        buah cabai rawit                        \n', '\n½\n\n                        sdt kecap asin                        \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n1\n\n                        sdt pala bubuk                        \n', '\n1\n\n                        sdt cengkih bubuk                        \n', '\n6\n\n                        butir bawang merah                        \n', '\n3\n\n                        siung bawang putih                        \n', '\n3\n\n                        butir kemiri, sangrai                        \n', '\n½\n\n                        sdt terasi                        \n']","['\nPanaskan minyak, tumis bumbu halus dengan serai, daun jeruk, dan cabai rawit hingga harum.\n', '\nTuang air kelapa dan air, aduk rata.\n', '\nTambahkan Bango Kecap Manis, kecap asin, merica bubuk, pala bubuk, gula, dan cengkih. Aduk rata, masak hingga mendidih.\n', '\nMasukkan kerang, aduk rata. Masak hingga matang dan kuah meresap.\n']"
"['Resep Kembang Kol Masak Saus Tiram, Sajian yang Menggugah Selera']","['\n300\n\n                        g kembang kol, petiki kuntumnya                        \n', '\n10\n\n                        butir telur puyuh, rebus, kupas kulitnya, goreng hingga berkulit                        \n', '\n75\n\n                        g udang, kupas                        \n', '\n1\n\n                        buah wortel, iris serong                        \n', '\n½\n\n                        buah bawang bombay, cincang halus                        \n', '\n2\n\n                        siung bawang putih, memarkan                        \n', '\n1\n\n                        sdm saus tiram                        \n', '\n1\n\n                        sdt kecap asin                        \n', '\n1.25\n\nRoyco Kaldu Ayam \n', '\n200\n\n                        ml air                        \n', '\n2\n\n                        sdm minyak, untuk menggoreng                        \n']","['\nPanaskan minyak. Tumis bawang bombay dan bawang putih hingga harum. Masukkan udang, masak hingga berubah warna.\n', '\nTambahkan wortel dan kembang kol, masak hingga matang. Masukkan saus tiram, kecap asin, Royco Kaldu Ayam, dan air. Masak hingga bumbu meresap dan mengental.\n', '\nMasukkan telur puyuh, aduk rata. Angkat.\n', '\nSajikan segera ditemani nasi putih.\n']"
"['Resep Tumis Buncis Udang, Menu Pelengkap Makan Siangmu']","['\n300\n\n                        g buncis, siangi                        \n', '\n250\n\n                        g udang, kupas                        \n', '\n½\n\n                        bungkus Royco Kaldu Sapi \n', '\n3\n\n                        siung bawang putih, iris tipis                        \n', '\n½\n\n                        buah cabai merah, buang biji, potong serong                        \n', '\n3\n\n                        cm lengkuas, memarkan                        \n', '\n1\n\n                        lembar daun salam                        \n', '\n4\n\n                        butir bawang merah, iris tipis                        \n', '\n½\n\n                        buah tomat, potong dadu                        \n', '\n½\n\n                        sdt gula pasir                        \n', '\n50\n\n                        ml air                        \n', '\n1\n\n                        sdm margarin                        \n']","['\nPanaskan margarin, lalu tumis bawang putih dan bawang merah hingga harum. Tambahkan cabai, daun salam, lengkuas, aduk hingga layu.\n', '\nMasukkan udang yang telah dibersihkan. Tumis hingga permukaan udang berwarna keemasan. Tambahkan buncis, aduk rata.\n', '\nMasukkan Royco Kaldu Sapi, gula, dan air, aduk rata. Masak hingga matang, lalu tambahkan potongan tomat.\n', '\nAngkat dan sajikan.\n']"
"['Resep Sup Krim Jagung, Lezat Hangat Bantu Pulihkan Tubuh']","['\n200\n\n                        g asparagus                        \n', '\n1\n\n                        buah wortel, potong dadu kecil                        \n', '\n200\n\n                        g daging kepiting                        \n', '\n2\n\n                        L air                        \n', '\n2\n\n                        sdm tepung maizena, larutkan                        \n', '\n2\n\n                        butir telur ukuran sedang, kocok                        \n', '\n1\n\n                        sdm mentega                        \n', '\n100\n\n                        g bawang bombay, potong dadu kecil                        \n', '\n1\n\n                        sdm minyak wijen                        \n', '\n1\n\n                        bungkus Royco Sup Krim Jagung \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n½\n\n                        sdt garam                        \n', '\n1\n\n                        sdm gula pasir                        \n', '\n2\n\n                        batang daun bawang, potong                        \n']","['\nPanaskan mentega, tumis bawang bombay hingga layu. Tuang air, masak hingga panas, lalu tambahkan\xa0Royco Sup Krim Jagung, aduk cepat hingga rata.\n', '\nMasukkan daging kepiting, asparagus, dan wortel. Masak sambil terus diaduk hingga matang. Tambahkan merica, garam, dan gula pasir, aduk.\n', '\nMasukkan telur , aduk cepat. Masukkan tepung maizena, aduk hingga mengental.\xa0 Angkat. Taburi daun bawang.\n', '\nSajikan hangat.\n']"
